NQUEST,Y,YL,YL1,YL2,YT,YTP,YTP1,YTP2,YTA,YTA1,YTA11,YTA12,YTA2,YTA3,YTA31,YTA32,YTA4,YTA5,YM,YC,YCA,YCA1,YCA2,YCF,YCF1,YCF2,YCF3,YCF4,CLY,CLY2
926909,32633.060713,0,0,0,23400,23400,23400,0,0,0,0,0,0,0,0,0,0,0,0,9233.0607134,9160,0,9160,73.060713362,73.060713362,0,0,0,6,3
926941,51042.762949,0,0,0,2900,0,0,0,2900,0,0,0,0,0,0,0,2900,0,42000,6142.7629491,6100,0,6100,42.762949136,42.762949136,0,0,0,9,5
926950,38512.325324,0,0,0,32700,32500,32500,0,200,200,0,200,0,0,0,0,0,0,0,5812.3253239,4800,0,4800,1012.3253239,159.78850792,0,852.536816,0,7,4
926966,33270.569002,6300,6300,0,21684,21684,21684,0,0,0,0,0,0,0,0,0,0,0,0,5286.5690021,6000,0,6000,-713.4309979,4.3039712183,0,0,717.73496908,6,3
926972,20102.638178,0,0,0,11700,11700,11700,0,0,0,0,0,0,0,0,0,0,0,0,8402.6381784,8400,0,8400,2.6381784049,2.6381784049,0,0,0,3,2
926973,40564.003853,30100,28600,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10464.003853,10780,1600,9180,-315.9961467,78.758086247,0,0,394.75423299,7,4
927002,41130.988703,0,0,0,35100,35100,35100,0,0,0,0,0,0,0,0,0,0,0,0,6030.9887027,6000,0,6000,30.988702722,30.988702722,0,0,0,7,4
927023,52616.340288,46421.686747,46421.69,0,2178.313253,0,0,0,2178.313253,1178.313253,578.31325301,600,0,0,0,0,1000,0,0,4016.3402879,5750,0,5750,-1733.659712,24.790962178,0,0,1758.4506742,9,5
927056,44786.768368,0,0,0,35100,35100,35100,0,0,0,0,0,0,0,0,0,0,0,0,9686.7683676,9600,0,9600,86.768367622,86.768367622,0,0,0,8,4
927092,36089.867238,43850,43000,850,-20000,0,0,0,-20000,0,0,0,0,-20000,0,20000,0,0,0,12239.867238,12150,0,12150,89.867237894,89.867237894,0,0,0,7,4
927097,50661.977405,0,0,0,44200,44200,44200,0,0,0,0,0,0,0,0,0,0,0,0,6461.9774054,6400,0,6400,61.977405444,61.977405444,0,0,0,9,5
927108,54970.429159,18370.34,18370.34,0,19329.66,18200,18200,0,1129.66,1129.66,1129.66,0,0,0,0,0,0,0,5000,12270.429159,13000,1000,12000,-729.5708412,108.46045953,0,59.137410574,897.16871135,9,5
927111,41007.914246,35315.819821,35315.82,0,1684.1801785,0,0,0,1684.1801785,1184.1801785,684.18017852,500,0,0,0,0,500,0,0,4007.9142457,5400,0,5400,-1392.085754,43.384183811,0,0,1435.4699382,7,4
927117,58268.175146,36740.68,36740.68,0,2259.32,0,0,0,2259.32,2259.32,2259.32,0,0,0,0,0,0,0,0,19268.175146,19200,9600,9600,68.175145989,68.175145989,0,0,0,9,5
927127,31740.87573,0,0,0,26000,26000,26000,0,0,0,0,0,0,0,0,0,0,0,0,5740.8757299,5400,0,5400,340.87572994,340.87572994,0,0,0,6,3
927128,37846.483054,15000,15000,0,15600,15600,15600,0,0,0,0,0,0,0,0,0,0,0,0,7246.4830541,7200,0,7200,46.483054083,46.483054083,0,0,0,7,4
927131,10042.479096,0,0,0,8840,8840,8840,0,0,0,0,0,0,0,0,0,0,0,0,1202.4790962,1200,0,1200,2.4790962178,2.4790962178,0,0,0,1,1
927175,25132.546218,0,0,0,16900,16900,16900,0,0,0,0,0,0,0,0,0,0,0,0,8232.5462178,8200,0,8200,32.546217785,32.546217785,0,0,0,5,3
927180,35630.988703,27000,27000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8630.9887027,8600,0,8600,30.988702722,30.988702722,0,0,0,7,4
927183,36630.988703,25000,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,6630.9887027,6600,0,6600,30.988702722,30.988702722,0,0,0,7,4
927196,14700,0,0,0,11700,11700,11700,0,0,0,0,0,0,0,0,0,0,0,0,3000,3000,0,3000,0,0,0,0,0,2,1
927250,16209.863207,7500,7500,0,4500,0,0,0,4500,4500,0,4500,0,0,0,0,0,0,0,4209.8632073,4200,0,4200,9.863207276,9.863207276,0,0,0,3,2
927356,41520.142657,20000,20000,0,12500,32500,32500,0,-20000,0,0,0,0,-20000,0,20000,0,0,0,9020.1426568,9000,0,9000,20.142656769,20.142656769,0,0,0,8,4
927362,37015.494351,0,0,0,28600,28600,28600,0,0,0,0,0,0,0,0,0,0,0,0,8415.4943514,8400,0,8400,15.494351361,15.494351361,0,0,0,7,4
927373,32604.648305,32600,32600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6483054083,0,0,0,4.6483054083,4.6483054083,0,0,0,6,3
927439,11660,0,0,0,8060,8060,8060,0,0,0,0,0,0,0,0,0,0,0,0,3600,3600,0,3600,0,0,0,0,0,1,1
927441,16637.186443,0,0,0,13000,13000,13000,0,0,0,0,0,0,0,0,0,0,0,0,3637.1864433,3600,0,3600,37.186443267,37.186443267,0,0,0,3,2
927473,20821.165466,11666.666667,11666.67,0,1333.3333333,0,0,0,1333.3333333,1333.3333333,1333.3333333,0,0,0,0,0,0,0,0,7821.1654656,7800,0,7800,21.165465612,21.165465612,0,0,0,4,2
927532,7955.86328,0,0,0,6110,6110,6110,0,0,0,0,0,0,0,0,0,0,0,0,1845.86328,1800,0,1800,45.863280029,45.863280029,0,0,0,1,1
927537,27030.988703,0,0,0,23400,23400,23400,0,0,0,0,0,0,0,0,0,0,0,0,3630.9887027,3600,0,3600,30.988702722,30.988702722,0,0,0,5,3
927621,27787.710903,0,0,0,5360,3360,3360,0,2000,0,0,0,0,0,0,0,2000,0,15000,7427.7109033,7200,0,7200,227.71090332,30.278670665,46.617328155,150.8149045,0,5,3
927631,24113.016936,0,0,0,18000,18000,18000,0,0,0,0,0,0,0,0,0,0,0,0,6113.0169363,6000,0,6000,113.01693626,113.01693626,0,0,0,5,3
927632,27889.742739,0,0,0,10560,10560,10560,0,0,0,0,0,0,0,0,0,0,0,10000,7329.7427387,7200,0,7200,129.7427387,129.7427387,0,0,0,5,3
927647,9471.1040126,0,0,0,9444,9444,9444,0,0,0,0,0,0,0,0,0,0,0,0,27.104012613,0,0,0,27.104012613,27.104012613,0,0,0,1,1
927654,20418.599265,14400,14400,0,6000,1200,1200,0,4800,4800,4800,0,0,0,0,0,0,0,0,18.599265105,0,0,0,18.599265105,18.599265105,0,0,0,4,2
927669,11156.661411,5000,5000,0,2800,0,0,0,2800,2800,0,2800,0,0,0,0,0,0,0,3356.6614113,4200,0,4200,-843.3385887,0,0,0,843.33858867,1,1
927673,46126.147953,0,0,0,35100,35100,35100,0,0,0,0,0,0,0,0,0,0,0,0,11026.147953,10500,4500,6000,526.14795267,6.1977405444,0,519.95021213,0,8,4
927679,45826.483054,0,0,0,39780,39780,39780,0,0,0,0,0,0,0,0,0,0,0,0,6046.4830541,6000,0,6000,46.483054083,46.483054083,0,0,0,8,4
927686,26273.024863,0,0,0,20800,20800,20800,0,0,0,0,0,0,0,0,0,0,0,0,5473.0248625,5400,0,5400,73.024862505,3.0988702722,69.925992233,0,0,5,3
927687,46508.753969,0,0,0,23790,23790,23790,0,0,0,0,0,0,0,0,0,0,0,0,22718.753969,22100,11300,10800,618.75396936,15.494351361,0,603.259618,0,8,4
927693,38696.56079,34000,34000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4696.5607903,9600,0,9600,-4903.43921,30.988702722,0,0,4934.4279124,7,4
927696,20506.197741,19000,19000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,6.1977405444,0,0,0,6.1977405444,6.1977405444,0,0,0,4,2
927704,26015.494351,0,0,0,1200,0,0,0,1200,0,0,0,0,0,0,0,1200,0,20000,4815.4943514,4800,0,4800,15.494351361,15.494351361,0,0,0,5,3
927709,28520.846046,0,0,0,24310,24310,24310,0,0,0,0,0,0,0,0,0,0,0,0,4210.846046,4200,0,4200,10.846045953,10.846045953,0,0,0,6,3
927716,25400,0,0,0,18200,18200,18200,0,0,0,0,0,0,0,0,0,0,0,0,7200,7200,0,7200,0,0,0,0,0,5,3
927721,19004.140984,19000,19000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1409840325,0,0,0,4.1409840325,4.1409840325,0,0,0,3,2
927798,21692.966108,0,0,0,17400,17400,17400,0,0,0,0,0,0,0,0,0,0,0,0,4292.9661082,4200,0,4200,92.966108166,92.966108166,0,0,0,4,2
927802,26667.889832,18000,18000,0,3840,3640,3640,0,200,1200,1200,0,0,-1000,0,1000,0,0,0,4827.8898324,4800,0,4800,27.88983245,27.88983245,0,0,0,5,3
927805,27021.692092,0,0,0,10800,9600,9600,0,1200,0,0,0,0,0,0,0,1200,0,12000,4221.6920919,4200,0,4200,21.692091905,21.692091905,0,0,0,5,3
927814,59987.481651,55000,55000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4987.4816515,4800,0,4800,187.48165147,187.48165147,0,0,0,9,5
927836,8606.1977405,8600,8600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1977405444,0,0,0,6.1977405444,6.1977405444,0,0,0,1,1
927841,19809.296611,0,0,0,15600,15600,15600,0,0,0,0,0,0,0,0,0,0,0,0,4209.2966108,4200,0,4200,9.2966108166,9.2966108166,0,0,0,3,2
927843,12226.197741,0,0,0,10920,10920,10920,0,0,0,0,0,0,0,0,0,0,0,0,1306.1977405,1300,0,1300,6.1977405444,6.1977405444,0,0,0,2,1
927844,23236.350292,0,0,0,19500,19500,19500,0,0,0,0,0,0,0,0,0,0,0,0,3736.350292,3600,0,3600,136.35029198,136.35029198,0,0,0,4,2
927851,36915.494351,20000,20000,0,14300,14300,14300,0,0,0,0,0,0,0,0,0,0,0,0,2615.4943514,2600,0,2600,15.494351361,15.494351361,0,0,0,7,4
927854,25721.692092,0,0,0,20800,20800,20800,0,0,0,0,0,0,0,0,0,0,0,0,4921.6920919,4900,0,4900,21.692091905,21.692091905,0,0,0,5,3
927866,10547.296611,0,0,0,8138,8138,8138,0,0,0,0,0,0,0,0,0,0,0,0,2409.2966108,2400,0,2400,9.2966108166,9.2966108166,0,0,0,1,1
927880,913.94491622,0,0,0,900,0,0,0,900,0,0,0,0,0,0,0,900,0,0,13.944916225,0,0,0,13.944916225,13.944916225,0,0,0,1,1
927882,13498.46046,0,0,0,9490,9490,9490,0,0,0,0,0,0,0,0,0,0,0,0,4008.4604595,3900,0,3900,108.46045953,108.46045953,0,0,0,2,1
927910,14500,0,0,0,11500,0,0,0,11500,5500,0,5500,0,0,0,0,0,6000,0,3000,3000,0,3000,0,0,0,0,0,2,1
927917,12165.494351,0,0,0,9750,9750,9750,0,0,0,0,0,0,0,0,0,0,0,0,2415.4943514,2400,0,2400,15.494351361,15.494351361,0,0,0,2,1
927941,13373.769697,0,0,0,9800,9600,9600,0,200,200,0,200,0,0,0,0,0,0,0,3573.7696975,3600,0,3600,-26.23030255,2.4790962178,0,0,28.709398763,2,1
927944,24717.966108,19000,19000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5717.9661082,5625,0,5625,92.966108166,92.966108166,0,0,0,5,3
927946,28568.175146,0,0,0,23700,23700,23700,0,0,0,0,0,0,0,0,0,0,0,0,4868.175146,4800,0,4800,68.175145989,68.175145989,0,0,0,6,3
927983,91030.752863,18000,18000,0,57590,57590,57590,0,0,0,0,0,0,0,0,0,0,0,0,15440.752863,14900,0,14900,540.7528625,540.7528625,0,0,0,10,5
927988,40800,18000,18000,0,15600,15600,15600,0,0,0,0,0,0,0,0,0,0,0,0,7200,7200,0,7200,0,0,0,0,0,7,4
927994,19583.677588,0,0,0,13000,13000,13000,0,0,0,0,0,0,0,0,0,0,0,0,6583.6775877,7200,0,7200,-616.3224123,0.9296610817,0,0,617.25207341,3,2
928008,6400,0,0,0,4600,0,0,0,4600,0,0,0,0,0,0,0,100,4500,0,1800,1800,0,1800,0,0,0,0,0,1,1
928021,22810.244448,0,0,0,15600,15600,15600,0,0,0,0,0,0,0,0,0,0,0,0,7210.2444482,7200,0,7200,10.244448159,10.244448159,0,0,0,4,2
928027,12709.296611,0,0,0,9100,9100,9100,0,0,0,0,0,0,0,0,0,0,0,0,3609.2966108,3600,0,3600,9.2966108166,9.2966108166,0,0,0,2,1
928029,34052.870488,0,0,0,24310,24310,24310,0,0,0,0,0,0,0,0,0,0,0,0,9742.8704884,9600,0,9600,142.87048836,142.87048836,0,0,0,7,4
928034,10881.549435,0,0,0,10880,9880,9880,0,1000,700,0,700,0,0,0,0,300,0,0,1.5494351361,0,0,0,1.5494351361,1.5494351361,0,0,0,1,1
928037,68273.918228,0,0,0,54230,54230,54230,0,0,0,0,0,0,0,0,0,0,0,0,14043.918228,14600,5000,9600,-556.0817723,151.27642932,50.019131326,319.22512066,1076.6024536,9,5
928068,33058.326174,0,0,0,23400,23400,23400,0,0,0,0,0,0,0,0,0,0,0,0,9658.3261745,9600,0,9600,58.326174455,12.189989476,46.136184979,0,0,6,3
928080,14477.471757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14477.471757,14400,7200,7200,77.471756805,77.471756805,0,0,0,2,1
928082,29764.924936,0,0,0,20150,20150,20150,0,0,0,0,0,0,0,0,0,0,0,0,9614.9249362,9600,0,9600,14.924936233,14.924936233,0,0,0,6,3
928085,111440.19758,60000,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51440.197582,58200,43800,14400,-6759.802418,309.88702722,0,0,7069.6894454,10,5
928117,20453.357451,14400,14400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6053.3574513,6000,0,6000,53.35745127,53.35745127,0,0,0,4,2
928158,26302.479096,21200,21200,0,5100,0,0,0,5100,5100,4800,300,0,0,0,0,0,0,0,2.4790962178,0,0,0,2.4790962178,2.4790962178,0,0,0,5,3
928161,45692.966108,30000,30000,0,10800,10800,10800,0,0,0,0,0,0,0,0,0,0,0,0,4892.9661082,4800,0,4800,92.966108166,92.966108166,0,0,0,8,4
928162,13800,0,0,0,12000,12000,12000,0,0,0,0,0,0,0,0,0,0,0,0,1800,1800,0,1800,0,0,0,0,0,2,1
928174,54072.208149,21611.02,21611.02,0,20888.98,15600,15600,0,5288.98,4388.98,3388.98,1000,0,0,0,0,900,0,0,11572.208149,12000,0,12000,-427.7918515,38.735878403,0,0,466.5277299,9,5
928179,41206.197741,38200,38200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3006.1977405,3000,0,3000,6.1977405444,6.1977405444,0,0,0,7,4
928185,19800,18000,18000,0,600,0,0,0,600,0,0,0,0,0,0,0,600,0,0,1200,1200,0,1200,0,0,0,0,0,3,2
928200,29083.212162,25500,25500,0,-500,0,0,0,-500,0,0,0,0,-500,0,500,0,0,0,4083.2121623,5550,0,5550,-1466.787838,94.285720007,0,0,1561.0735577,6,3
928204,13563.408757,0,0,0,8160,8160,8160,0,0,0,0,0,0,0,0,0,0,0,0,5403.4087573,5400,0,5400,3.4087572994,3.4087572994,0,0,0,2,1
928212,13803.09887,0,0,0,9600,9600,9600,0,0,0,0,0,0,0,0,0,0,0,0,4203.0988703,4200,0,4200,3.0988702722,3.0988702722,0,0,0,2,1
928253,28634.251149,21000,21000,0,1200,0,0,0,1200,0,0,0,1200,0,0,0,0,0,0,6434.2511491,6000,0,6000,434.25114907,30.988702722,0,403.26244634,0,6,3
928256,12004.648305,0,0,0,12000,12000,6500,5500,0,0,0,0,0,0,0,0,0,0,0,4.6483054083,0,0,0,4.6483054083,4.6483054083,0,0,0,2,1
928258,17160.846046,0,0,0,12350,12350,12350,0,0,0,0,0,0,0,0,0,0,0,0,4810.846046,4800,0,4800,10.846045953,10.846045953,0,0,0,3,2
928261,20006.197741,12400,12000,400,2200,0,0,0,2200,0,0,0,0,1000,1000,0,1200,0,0,5406.1977405,5400,0,5400,6.1977405444,6.1977405444,0,0,0,3,2
928267,16511.775707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16500,11.775707034,0,0,0,11.775707034,11.775707034,0,0,0,3,2
928291,22858.878535,0,0,0,18000,18000,18000,0,0,0,0,0,0,0,0,0,0,0,0,4858.8785352,4800,0,4800,58.878535172,58.878535172,0,0,0,4,2
928296,19809.296611,0,0,0,14400,14400,14400,0,0,0,0,0,0,0,0,0,0,0,0,5409.2966108,5400,0,5400,9.2966108166,9.2966108166,0,0,0,3,2
928303,9600,0,0,0,9600,9600,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
928316,14367.747176,0,0,0,8360,7680,7680,0,680,0,0,0,0,0,0,0,200,480,0,6007.7471757,6000,0,6000,7.7471756805,7.7471756805,0,0,0,2,1
928322,24000,0,0,0,6000,6000,6000,0,0,0,0,0,0,0,0,0,0,0,12000,6000,6000,0,6000,0,0,0,0,0,5,3
928334,44620.142657,38000,38000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6620.1426568,6600,0,6600,20.142656769,20.142656769,0,0,0,8,4
928339,15046.483054,14495.798319,14495.8,0,504.20168067,0,0,0,504.20168067,504.20168067,504.20168067,0,0,0,0,0,0,0,0,46.483054083,0,0,0,46.483054083,46.483054083,0,0,0,2,1
928342,18309.296611,14000,14000,0,1300,0,0,0,1300,1200,0,1200,0,0,0,0,100,0,0,3009.2966108,3000,0,3000,9.2966108166,9.2966108166,0,0,0,3,2
928363,26020.142657,20400,20400,0,800,0,0,0,800,800,800,0,0,0,0,0,0,0,0,4820.1426568,4800,0,4800,20.142656769,20.142656769,0,0,0,5,3
928391,20504.526281,12000,12000,0,690,0,0,0,690,690,690,0,0,0,0,0,0,0,0,7814.5262807,7800,0,7800,14.526280724,14.526280724,0,0,0,4,2
928392,10600,0,0,0,10600,0,0,0,10600,0,0,0,0,1000,1000,0,0,9600,0,0,0,0,0,0,0,0,0,0,1,1
928394,20710.846046,17100,17100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3610.846046,3600,0,3600,10.846045953,10.846045953,0,0,0,4,2
928439,30956.997486,23120,23000,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7836.9974858,7800,0,7800,36.997485786,36.997485786,0,0,0,6,3
928473,31066.177438,12000,12000,0,1200,0,0,0,1200,0,0,0,0,0,0,0,1200,0,13000,4866.177438,4800,0,4800,66.177438013,66.177438013,0,0,0,6,3
928497,37615.494351,13200,13200,0,17200,18200,18200,0,-1000,0,0,0,0,-1000,0,1000,0,0,0,7215.4943514,7200,0,7200,15.494351361,15.494351361,0,0,0,7,4
928501,42928.988285,0,0,0,33865,33865,33865,0,0,0,0,0,0,0,0,0,0,0,0,9063.988285,8160,0,8160,903.98828505,77.471756805,0,826.51652824,0,8,4
928503,46214.665673,0,0,0,-6000,0,0,0,-6000,0,0,0,0,-6000,0,6000,0,0,40000,12214.665673,12000,0,12000,214.66567255,210.72317851,0,3.9424940383,0,8,4
930005,60449.947072,0,0,0,52000,52000,52000,0,0,0,0,0,0,0,0,0,0,0,0,8449.9470717,8400,0,8400,49.947071691,45.452025778,0,4.4950459125,0,9,5
930014,72286.084864,22400,22400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38000,11886.084864,11400,0,11400,486.08486362,12.395481089,0,473.68938253,0,10,5
930016,48495.534841,0,0,0,36190,36790,36790,0,-600,0,0,0,0,-600,0,600,0,0,0,12305.534841,10200,0,10200,2105.5348409,11.775707034,0,2093.7591339,0,8,4
930021,10207.788983,0,0,0,10205,10205,10205,0,0,0,0,0,0,0,0,0,0,0,0,2.788983245,0,0,0,2.788983245,2.788983245,0,0,0,1,1
930023,12020.566258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,7020.5662577,7200,0,7200,-179.4337423,0,0,0,179.43374227,2,1
930026,72447.909622,0,0,0,65000,65000,65000,0,0,0,0,0,0,0,0,0,0,0,0,7447.9096218,7200,0,7200,247.90962178,247.90962178,0,0,0,10,5
930039,35625.067048,0,0,0,11880,10680,10680,0,1200,0,0,0,0,0,0,0,1200,0,12500,11245.067048,11200,1500,9700,45.067048277,45.067048277,0,0,0,7,4
930045,36800,33800,33800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,3000,0,3000,0,0,0,0,0,7,4
930082,21600,0,0,0,15600,15600,15600,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,0,6000,0,0,0,0,0,4,2
930083,21600.150646,0,0,0,15600,15600,15600,0,0,0,0,0,0,0,0,0,0,0,0,6000.1506456,6000,0,6000,0.1506456496,0.1506456496,0,0,0,4,2
930085,28009.296611,0,0,0,20800,20800,20800,0,0,0,0,0,0,0,0,0,0,0,0,7209.2966108,7200,0,7200,9.2966108166,9.2966108166,0,0,0,6,3
930086,12001.178329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4800,7201.1783287,7200,0,7200,1.1783286666,0,0,1.1783286666,0,2,1
930088,9500,0,0,0,9500,0,0,0,9500,0,0,0,0,0,0,0,500,9000,0,0,0,0,0,0,0,0,0,0,1,1
930089,43567.613774,0,0,0,34900,35200,35200,0,-300,0,0,0,0,-300,0,300,0,0,0,8667.6137742,8400,0,8400,267.61377417,202.19014146,59.513679491,5.9099532131,0,8,4
930091,39000,0,0,0,31800,16800,16800,0,15000,0,0,0,0,0,0,0,3000,12000,0,7200,7200,0,7200,0,0,0,0,0,7,4
930111,37800,0,0,0,18000,18000,18000,0,0,0,0,0,0,0,0,0,0,0,15000,4800,4800,0,4800,0,0,0,0,0,7,4
930113,27604.648305,6000,6000,0,15600,15600,15600,0,0,0,0,0,0,0,0,0,0,0,0,6004.6483054,6000,0,6000,4.6483054083,4.6483054083,0,0,0,5,3
930116,21515.32364,0,0,0,15500,15500,15500,0,0,0,0,0,0,0,0,0,0,0,0,6015.32364,6000,0,6000,15.323640009,1.5781186228,0,13.745521386,0,4,2
930120,44559.046377,42900,42900,0,-200,0,0,0,-200,0,0,0,0,-200,0,200,0,0,0,1859.046377,4200,0,4200,-2340.953623,75.743729626,0,5.658167976,2422.3555206,8,4
930124,138840.86577,0,0,0,52400,49400,49400,0,3000,0,0,0,0,0,0,0,3000,0,80000,6440.8657661,0,0,0,6440.8657661,619.77405444,0,5821.0917117,0,10,5
930142,49546.483054,0,0,0,35100,35100,35100,0,0,0,0,0,0,0,0,0,0,0,0,14446.483054,14400,9600,4800,46.483054083,46.483054083,0,0,0,8,4
930172,120489.27273,0,0,0,52000,52000,52000,0,0,0,0,0,0,0,0,0,0,0,0,68489.272735,36400,0,36400,32089.272735,2014.2656769,0,30075.007058,0,10,5
930174,479261.97741,29400,29400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420000,29861.977405,29800,0,29800,61.977405444,61.977405444,0,0,0,10,5
930176,88401.727195,0,0,0,3900,3900,3900,0,0,0,0,0,0,0,0,0,0,0,0,84501.727195,80700,59700,21000,3801.7271953,774.72066692,466.17328155,2560.8332468,0,10,5
930192,89006.845073,0,0,0,57000,57000,57000,0,0,0,0,0,0,0,0,0,0,0,0,32006.845073,30000,13200,16800,2006.8450729,982.46720612,142.57548847,881.80237833,0,10,5
930201,39781.37318,9600,9600,0,21125,21125,21125,0,0,0,0,0,0,0,0,0,0,0,0,9056.3731802,8700,0,8700,356.37318017,356.37318017,0,0,0,7,4
930220,125058.38539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,25058.38539,19400,0,19400,5658.3853897,1552.5402041,699.25992233,3406.5852632,0,10,5
930236,161045.44562,65000,65000,0,65000,65000,65000,0,0,0,0,0,0,0,0,0,0,0,0,31045.445625,33600,12000,21600,-2554.554375,495.81924355,0,0,3050.3736186,10,5
930256,135438.08837,0,0,0,107900,107900,107900,0,0,0,0,0,0,0,0,0,0,0,0,27538.08837,25000,0,25000,2538.0883702,46.483054083,72.476665412,2419.1286507,0,10,5
930257,126351.70911,0,0,0,87100,87100,87100,0,0,0,0,0,0,0,0,0,0,0,0,39251.709109,30960,0,30960,8291.7091092,21.692091905,0,8270.0170173,0,10,5
930279,41804.895085,0,0,0,35800,34800,34800,0,1000,1000,600,400,0,0,0,0,0,0,0,6004.8950846,6000,0,6000,4.8950846252,4.8950846252,0,0,0,8,4
930284,57496.175313,0,0,0,44800,52000,52000,0,-7200,0,0,0,0,-7200,0,7200,0,0,0,12696.175313,12600,0,12600,96.175313221,96.175313221,0,0,0,9,5
930287,23236.977405,0,0,0,18200,18200,18200,0,0,0,0,0,0,0,0,0,0,0,0,5036.9774054,4975,175,4800,61.977405444,61.977405444,0,0,0,4,2
930301,123919.20919,0,0,0,114000,114000,114000,0,0,0,0,0,0,0,0,0,0,0,0,9919.2091905,7750,0,7750,2169.2091905,2169.2091905,0,0,0,10,5
930323,40525.1675,0,0,0,32500,32500,32500,0,0,0,0,0,0,0,0,0,0,0,0,8025.1675001,7200,1200,6000,825.16750012,154.94351361,0,670.22398651,0,7,4
930335,88107.873176,0,0,0,54000,54000,54000,0,0,0,0,0,0,0,0,0,0,0,0,34107.873176,33000,0,33000,1107.8731761,619.77405444,186.46931262,301.629809,0,10,5
930336,61108.46046,55000,55000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6108.4604595,6000,0,6000,108.46045953,108.46045953,0,0,0,9,5
930337,115271.45233,30000,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70000,15271.45233,10600,0,10600,4671.4523304,124.55240346,0,4546.8999269,0,10,5
930344,49554.943514,20000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,14554.943514,14400,0,14400,154.94351361,154.94351361,0,0,0,8,4
930364,95740.745211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72000,23740.745211,21600,0,21600,2140.7452114,163.7232459,0,1977.0219655,0,10,5
930407,98006.53188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90000,8006.5318805,10800,0,10800,-2793.46812,77.471756805,0,0,2870.9398763,10,5
930413,45543.980936,40000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5543.9809362,5400,0,5400,143.98093624,185.93221633,0,532.23669517,574.18797526,8,4
930419,49290.09081,0,0,0,38800,39000,39000,0,-200,0,0,0,0,-200,0,200,0,0,0,10490.09081,10200,0,10200,290.09081008,92.966108166,0,197.12470191,0,8,4
930424,140030.9887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122000,18030.988703,18000,0,18000,30.988702722,30.988702722,0,0,0,10,5
930432,81199.686228,66000,66000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15199.686228,14400,0,14400,799.68622793,677.66998922,122.01623872,0,0,10,5
930452,50379.972974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,379.97297411,0,0,0,379.97297411,379.97297411,0,0,0,8,4
930454,99527.992217,50000,40000,10000,2400,0,0,0,2400,0,0,0,0,0,0,0,2400,0,26000,21127.992217,20600,8600,12000,527.99221668,55.7796649,0,472.21255178,0,10,5
930476,28156.853882,0,0,0,20800,20800,20800,0,0,0,0,0,0,0,0,0,0,0,0,7356.8538823,7200,0,7200,156.85388226,154.78142863,0,2.07245363,0,6,3
930498,40176.27,29200,28000,1200,1800,0,0,0,1800,0,0,0,0,1800,1800,0,0,0,0,9176.27,9150,150,9000,26.27,0,0,26.27,0,7,4
930528,42015.849143,0,0,0,24000,24000,24000,0,0,0,0,0,0,0,0,0,0,0,0,18015.849143,18000,0,18000,15.849143287,15.849143287,0,0,0,8,4
930548,24505.577966,18500,18500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6005.5779665,6000,0,6000,5.57796649,5.57796649,0,0,0,5,3
